Date,Win Type,Artist,Template used,Outreach type,Linking URL,Point for,Domain Authority,Page Authority
Tue Jun 23 2015 00:00:00 GMT-0400 (EDT),Initial,Tracey Emin,Supplemental-7,Ontolo,http://meetthemakers.co.uk/laurageeinterview/,Rachel,12,15
Sun May 24 2015 00:00:00 GMT-0400 (EDT),Follow-up,Banksy,Supplemental-7,Taktical (standard),http://www.myjurassiccoast.com/origami-crane-not-swan-banksy-update/,Nicholas,16,1
Sun May 24 2015 00:00:00 GMT-0400 (EDT),Initial,Bill Viola,Supplemental-7,Taktical (standard),http://blog.flashicon.com/itp-course-work/recurring-concepts-in-art/in-and-out-of-time/,Nicholas,15,1
Thu Jan 01 2015 00:00:00 GMT-0500 (EST),Initial,Claude Monet,Supplemental-other (old),Primary,http://www.sullivansfarms.net/s1dneycom/links.htm,Mariko,20,
Thu Jan 01 2015 00:00:00 GMT-0500 (EST),Initial,Claude Monet,Supplemental-other (old),Primary,http://aknextphase.com/notorious-art-heists-thieves-love-rembrandt/,Mariko,14,
Thu Jan 01 2015 00:00:00 GMT-0500 (EST),Initial,David Hockney,Supplemental-other (old),Primary,http://snjallskoli.is/2014/12/skrimsli-i-skolanum/,Mariko,21,
Fri Jan 02 2015 00:00:00 GMT-0500 (EST),Follow-up,Gerhard Richter,Supplemental-other (old),Primary,http://www.chaosss.info/xaoc/richter.html,Anthony,26,
Fri Jan 02 2015 00:00:00 GMT-0500 (EST),Initial,Jean Paul Gaultier,Supplemental-other (old),Primary,http://www.bolsalea.com/blog/2013/09/la-eleccion-del-maniqui/,Anthony,29,
Sat Jan 03 2015 00:00:00 GMT-0500 (EST),Initial,Egon Schiele,Supplemental *,Primary,http://www.boehman.org/interviews,Nicholas,15,
Sat Jan 03 2015 00:00:00 GMT-0500 (EST),Initial,Egon Schiele,Supplemental *,Primary,http://www.freecoffeewithaubrey.com/coffee-with-aubrey/archives/02-2014,Nicholas,13,
Sat Jan 03 2015 00:00:00 GMT-0500 (EST),Initial,Egon Schiele,Supplemental *,Primary,http://www.ap-artlier.be/inspired-by.html,Nicholas,15,
Sat Jan 03 2015 00:00:00 GMT-0500 (EST),Follow-up,Banksy,Supplemental *,Primary,http://lifesmytrip.com/2012/07/sharaku-who/,Nicholas,19,
Sat Jan 03 2015 00:00:00 GMT-0500 (EST),Follow-up,Sally Mann,Supplemental *,Primary,http://www.andabankovska.com/favorite-links/,Nicholas,13,
Sat Jan 03 2015 00:00:00 GMT-0500 (EST),Initial,Sally Mann,Supplemental *,Primary,http://vedonudo.site50.net/Links/,Nicholas,55,29
Sun Jan 04 2015 00:00:00 GMT-0500 (EST),Initial,Pablo Picasso,Supplemental,Primary,www.lankskafferiet.org/v2/cgi-bin/search.cgi?mode=keywords;pattern=Pablo%20Picasso ,Jack,,
Sun Jan 04 2015 00:00:00 GMT-0500 (EST),Initial,Pablo Picasso,Supplemental,Primary,josephparis.typepad.com/blog/2009/11/xonitek-2009-may-absinthe-the-green-fairy-and-operational-excellence.html ,Jack,,
Sun Jan 04 2015 00:00:00 GMT-0500 (EST),Initial,Pablo Picasso,Supplemental,Primary,pagnes.weebly.com/famous-painters.html ,Jack,,
Sun Jan 04 2015 00:00:00 GMT-0500 (EST),Initial,Pablo Picasso,Supplemental,Primary,www.insightcruises.com/top_g/mm16_post-cruise_barcelona.html ,Jack,,
Mon Jan 05 2015 00:00:00 GMT-0500 (EST),Initial,JR,Supplemental *,Primary,http://tedxtaipei.com/2013/01/4-efforts-to-diffuse-conflict-in-israel-with-art/,Theo,46,1
Mon Jan 05 2015 00:00:00 GMT-0500 (EST),Initial,JR,Supplemental *,Primary,http://www.harmonywishes.biz/blog/harmonywishes/wrinkles-art-cuba-and-so-much-more,Theo,16,
Mon Jan 05 2015 00:00:00 GMT-0500 (EST),Initial,Zaria Forman,Supplemental-1,Primary,http://www.trailblazecity.com/art-fashion/zaria-forman-creating-masterpieces-fingers/,Theo,1,
Mon Jan 05 2015 00:00:00 GMT-0500 (EST),Follow-up,JR,Supplemental *,Primary,http://www.lamemoirevive.net/2013/05/inside-out-peoples-art-project.html#.VKq4g6TF-Ac,Theo,24,
Mon Jan 05 2015 00:00:00 GMT-0500 (EST),Follow-up,JR,Supplemental *,Primary,http://www.orlean.com.br/blog/index.php/2013/05/sempre-cabe-mais-um-times-square/,Theo,27,
Mon Jan 05 2015 00:00:00 GMT-0500 (EST),Initial,Zaria Forman,Supplemental-1,Primary,http://blog.iwjournal.com/2014/12/arte-zaria-forman.html#.VKq80qTF-Ad,Theo,25,
Mon Jan 05 2015 00:00:00 GMT-0500 (EST),Initial,JR,Supplemental *,Primary,http://www.berlin-du-bist-wunderbar.de/2013/05/streetart-berlin-11-wrinkles-of-city.html,Theo,26,
Mon Jan 05 2015 00:00:00 GMT-0500 (EST),Initial,JR,Supplemental *,Primary,http://www.thecandidproject.com/2013/10/autumn-art.html,Theo,1,
Mon Jan 05 2015 00:00:00 GMT-0500 (EST),Initial,Zaria Forman,Supplemental-1,Primary,http://www.mamzette.com/blog,Theo,25,
Mon Jan 05 2015 00:00:00 GMT-0500 (EST),Initial,JR,Supplemental *,Primary,http://juanrojodesign.com/art-merges-surroundings/,Theo,25,
Mon Jan 05 2015 00:00:00 GMT-0500 (EST),Initial,JR,Supplemental *,Primary,http://juanrojodesign.com/old-church-covered-thousands-quirky-monochrome-portraits/,Theo,25,
Tue Jan 06 2015 00:00:00 GMT-0500 (EST),Initial,JR,Supplemental *,Primary,http://formulediaz.telequebec.tv/Emissions/6,Theo,69,
Tue Jan 06 2015 00:00:00 GMT-0500 (EST),Initial,Pablo Picasso,Supplemental,Primary,www.espanole.org/artes ,Jack,,
Tue Jan 06 2015 00:00:00 GMT-0500 (EST),Initial,JR,Supplemental *,Primary,http://urbanshit.de/%E2%80%BA%E2%80%BAich-will-mir-ein-bild-von-den-krisen-machen%E2%80%B9%E2%80%B9-interview-jr/,Theo,49,
Tue Jan 06 2015 00:00:00 GMT-0500 (EST),Initial,Roy Lichtenstein,Supplemental *,Primary,http://www.muttpop.fr/nos-liens/,Theo,23,
Tue Jan 06 2015 00:00:00 GMT-0500 (EST),Follow-up,Roy Lichtenstein,Supplemental *,Primary,http://buddhahoodculture.com/beautiful-stairs-around-the-world/,Theo,18,
Tue Jan 06 2015 00:00:00 GMT-0500 (EST),Follow-up,JR,Supplemental *,Primary,http://www.thenomads.com/jrs-women-are-heroes/,Theo,31,
Tue Jan 06 2015 00:00:00 GMT-0500 (EST),Initial,Roy Lichtenstein,Supplemental *,Primary,http://pogostick.co.nz/aaron-tomlinson-exhibit-arts-centre/,Theo,33,
Tue Jan 06 2015 00:00:00 GMT-0500 (EST),Initial,Jasper Johns,Supplemental,Primary,http://buffalostopendarts.com/,Theo,13,
Tue Jan 06 2015 00:00:00 GMT-0500 (EST),Initial,Roy Lichtenstein,Supplemental *,Primary,http://useum.org/artist/Roy-Lichtenstein,Theo,28,
Tue Jan 06 2015 00:00:00 GMT-0500 (EST),Initial,JR,Supplemental *,Primary,http://www.villagevues.com/blog-archive-3.html,Theo,11,
Tue Jan 06 2015 00:00:00 GMT-0500 (EST),Initial,Zaria Forman,Supplemental-1,Primary,http://www.200thoughtsaday.com/zaria-forman-the-oceans-battles-against-the-skies/,Theo,15,
Wed Jan 07 2015 00:00:00 GMT-0500 (EST),Initial,JR,Supplemental *,Primary,http://www.abaenglish.com/blog/street-art-and-social-responsibility/,Theo,45,
Wed Jan 07 2015 00:00:00 GMT-0500 (EST),Initial,JR,Supplemental *,Primary,http://www.megalithes-morbihan.fr/actualite/une-page-sur-lartiste-jr-qui-etait-a-carnac-en-mars-dernier.html,Theo,25,
Wed Jan 07 2015 00:00:00 GMT-0500 (EST),Follow-up,Peter Doig,Supplemental *,Primary,http://www.caelestis-bio.com/references.html,Theo,21,
Wed Jan 07 2015 00:00:00 GMT-0500 (EST),Follow-up,JR,Supplemental *,Primary,http://www.kenyanvibe.com/between-us-visual-art-meets-performance-art/,Theo,24,
Wed Jan 07 2015 00:00:00 GMT-0500 (EST),Initial,Roy Lichtenstein,Supplemental *,Primary,http://www.urbag.cz/pop-artova-vtipna-tricka-znacky-never-tell-your-taylor/,Theo,28,
Wed Jan 07 2015 00:00:00 GMT-0500 (EST),Initial,JR,Supplemental *,Primary,http://www.behindmagazine.com/contents/artsy/,Theo,27,
Wed Jan 07 2015 00:00:00 GMT-0500 (EST),Initial,Roy Lichtenstein,Supplemental *,Primary,http://www.fleurandolive.com/image-me/obras-que-inspiran/,Theo,14,
Wed Jan 07 2015 00:00:00 GMT-0500 (EST),Initial,Roy Lichtenstein,Supplemental *,Primary,http://www.bmwe21fansclub.it/bmwe21/articles.asp?id=2&page=18,Theo,20,
Wed Jan 07 2015 00:00:00 GMT-0500 (EST),Initial,Roy Lichtenstein,Supplemental *,Primary,http://www.bmwe21fansclub.it/bmwe21/directory.asp,Theo,20,
Thu Jan 08 2015 00:00:00 GMT-0500 (EST),Follow-up,Roy Lichtenstein,Supplemental,Primary,http://miafotodeldia.blogspot.com.es/,Theo,59,
Thu Jan 08 2015 00:00:00 GMT-0500 (EST),Initial,JR,Supplemental *,Primary,http://www.mmenschenkind.com/2014-05-30-millerntor-gallery/,Theo,30,
Thu Jan 08 2015 00:00:00 GMT-0500 (EST),Initial,JR,Supplemental *,Primary,http://portfolioclass.com/resources.html,Theo,7,
Thu Jan 08 2015 00:00:00 GMT-0500 (EST),Follow-up,Roy Lichtenstein,Supplemental *,Primary,http://luxuryactivist.com/art/roy-lichtenstein-and-his-pop-art-at-tate-modern-london/,Theo,30,
Thu Jan 08 2015 00:00:00 GMT-0500 (EST),Initial,Roy Lichtenstein,Supplemental *,Primary,http://www.bmwe21fansclub.it/bmwe21/forum_forum.asp?forum=10&section=13&post=20570&page=last,Theo,20,
Thu Jan 08 2015 00:00:00 GMT-0500 (EST),Follow-up,JR,Supplemental *,Primary,http://guerraypaz.com/2015/01/03/artsy-una-red-social-para-el-arte/,Theo,36,
Thu Jan 08 2015 00:00:00 GMT-0500 (EST),Initial,JR,Supplemental *,Primary,http://www.nomoi.co.uk/blogs/blog/12603013-the-power-of-paper-and-glue#.VK7omqTF-Ac,Theo,17,
Thu Jan 08 2015 00:00:00 GMT-0500 (EST),Initial,JR,Supplemental *,Primary,http://www.hunkrock.us/2014_01_01_archive.html,Theo,1,
Fri Jan 09 2015 00:00:00 GMT-0500 (EST),Initial,Jasper Johns,Supplemental,Primary,http://jasper-johns-artsy.silk.co/,Theo,54,
Fri Jan 09 2015 00:00:00 GMT-0500 (EST),Initial,JR,Supplemental *,Primary,http://faces-places.ru/koly-bel-zhizni-traditsionnaya-indiya-v-fotografiyah-dzhoti-bhatt/,Theo,13,
Fri Jan 09 2015 00:00:00 GMT-0500 (EST),Initial,JR,Supplemental *,Primary,http://www.the5to9life.com/2013/02/jr-blow-up/,Theo,15,
Fri Jan 09 2015 00:00:00 GMT-0500 (EST),Initial,JR,Supplemental *,Primary,http://www.slowearjournal.com/it/la-guerra-dei-droni/,Theo,23,
Fri Jan 09 2015 00:00:00 GMT-0500 (EST),Follow-up,Zaria Forman,Supplemental-1,Primary,http://heartmade.es/index.php/blog,Theo,15,
Sat Jan 10 2015 00:00:00 GMT-0500 (EST),Follow-up,David Hockney,Supplemental-other (old),Primary,http://www.mon-oeil-new-york.fr/,Mariko,32,
Sat Jan 10 2015 00:00:00 GMT-0500 (EST),Initial,Claude Monet,Supplemental,Primary,http://www.doupe-osamele-vlcice.cz/news/monet-a-jeho-lekniny/,Mariko,13,
Sat Jan 10 2015 00:00:00 GMT-0500 (EST),Follow-up,David Hockney,Reclamation,Primary,http://uberdada.blogspot.in/2007/09/david-hockney.html,Mariko,68,
Sat Jan 10 2015 00:00:00 GMT-0500 (EST),Initial,David Hockney,Supplemental-other (old),Primary,http://www.saltairevillage.info/saltaire_history_0041_David_Hockney_Jonathan_Silver_connection_090713.html,Mariko,47,29
Sun Jan 11 2015 00:00:00 GMT-0500 (EST),Initial,Jean Paul Gaultier,Supplemental-other (old),Primary,http://www.mac-a-muse.com/2013/12/jean-paul-gaultier-la-hotte-spot-jpgonthedocks/,Anthony,22,
Sun Jan 11 2015 00:00:00 GMT-0500 (EST),Initial,Otto Dix,Supplemental-other (old),Primary,http://www.centoannigrandeguerra.it/il-dadaismo-tedesco-racconta-la-morte-di-massa-otto-dix-2/,Anthony,26,
Sun Jan 11 2015 00:00:00 GMT-0500 (EST),Initial,Jean Paul Gaultier,Supplemental-other (old),Primary,http://divatnagyker.hu/vilagmarkak,Anthony,21,
Sun Jan 11 2015 00:00:00 GMT-0500 (EST),Initial,Jean Paul Gaultier,Supplemental-other (old),Primary,http://www.glamourboysinc.com/2011/07/kokorico-by-jean-paul-gaultier-new.html,Anthony,16,
Sun Jan 11 2015 00:00:00 GMT-0500 (EST),Initial,Andy Warhol,Supplemental-5-Artist-C,Primary,http://juanomatic.net/2013/10/cuffs-and-collars-dont-match/,Anthony,23,
Sun Jan 11 2015 00:00:00 GMT-0500 (EST),Initial,Jean Paul Gaultier,Supplemental-other (old),Primary,http://www.wearyourself.co.uk/incoming/selfridges-the-masters-project-rick-owens,Anthony,16,
Sun Jan 11 2015 00:00:00 GMT-0500 (EST),Initial,Claude Monet,Supplemental-other (old),Primary,http://www.loweswatercam.co.uk/140426_Loweswater_with_4_Dogs.htm,Mariko,36,
Sun Jan 11 2015 00:00:00 GMT-0500 (EST),Initial,Jean Paul Gaultier,Supplemental-other (old),Primary,http://www.lachicboutique.ro/burberry-noua-aroma-londoneza/,Anthony,30,
Sun Jan 11 2015 00:00:00 GMT-0500 (EST),Initial,Andy Warhol,Supplemental-5-Artist-C,Primary,http://www.aliceink.com/the-most-important-question-illustrators-need-to-answer/,Anthony,18,
Sun Jan 11 2015 00:00:00 GMT-0500 (EST),Initial,Andy Warhol,Supplemental-5-Artist-A,Primary,http://www.avatargeneration.com/2013/11/top-5-apps-for-learning-about-pop-art/,Anthony,34,
Sun Jan 11 2015 00:00:00 GMT-0500 (EST),Initial,Otto Dix,Supplemental-other (old),Primary,http://cheksa.com/lattaque-titans-anime/,Anthony,24,
Sun Jan 11 2015 00:00:00 GMT-0500 (EST),Initial,Andy Warhol,Supplemental-5-Artist-A,Primary,http://www.retrospekt.com.au/2014/04/29042014/,Anthony,35,
Sun Jan 11 2015 00:00:00 GMT-0500 (EST),Follow-up,Jean Paul Gaultier,Supplemental-other (old),Primary,http://www.claudiaendler.com/inspiration/committed-to-transformative-fashion-design/,Anthony,25,
Sun Jan 11 2015 00:00:00 GMT-0500 (EST),Follow-up,James Turrell,Supplemental-other (old),Primary,http://elixrdesign.asia/category/inspiration/#.VLKog2TF8Yc,Anthony,22,
Sun Jan 11 2015 00:00:00 GMT-0500 (EST),Initial,Andy Warhol,Supplemental-5-Artist-B,Primary,http://www.dionlabel.com/blog-reader/items/limited-edition-andy-warhol-pop-art-labels.html,Anthony,22,
Sun Jan 11 2015 00:00:00 GMT-0500 (EST),Initial,Andy Warhol,Supplemental-5-Artist-B,Primary,http://www.bond-branding.com/posts/44-proof-that-branding-is-art-and-art-is-branding,Anthony,20,
Sun Jan 11 2015 00:00:00 GMT-0500 (EST),Initial,Andy Warhol,Supplemental-5-Artist-C,Primary,http://magedesign.com/2010/03/page/3/,Anthony,22,
Sun Jan 11 2015 00:00:00 GMT-0500 (EST),Initial,Andy Warhol,Supplemental-5-Artist-B,Primary,http://www.mastermuseos.es/blog/noticias/la-fundacion-andy-warhol-subasta-su-coleccion/,Anthony,39,
Sun Jan 11 2015 00:00:00 GMT-0500 (EST),Initial,Jean Paul Gaultier,Supplemental-other (old),Primary,http://www.fashion-with-style.com/2013/07/jean-paul-gaultier-haute-couture-fall.html,Anthony,23,
Sun Jan 11 2015 00:00:00 GMT-0500 (EST),Initial,Andy Warhol,Supplemental-5-Artist-C,Primary,http://www.augb.co.uk/news-page.php?id=660,Anthony,36,
Sun Jan 11 2015 00:00:00 GMT-0500 (EST),Initial,Andy Warhol,Supplemental-5-Artist-B,Primary,http://www.jelisava.com/2006/12/index.html,Anthony,12,
Sun Jan 11 2015 00:00:00 GMT-0500 (EST),Initial,Jean Paul Gaultier,Supplemental-other (old),Primary,http://luxevn.com/tin-tuc/thoi-trang/jean-paul-gaultier-xuan-he-2013/2/,Anthony,18,
Sun Jan 11 2015 00:00:00 GMT-0500 (EST),Follow-up,Andy Warhol,Supplemental-5-Artist-B,Primary,http://www.asiwny.org/resources/links/,Anthony,30,
Sun Jan 11 2015 00:00:00 GMT-0500 (EST),Initial,Jean Paul Gaultier,Supplemental-other (old),Primary,http://beautyblog.dk/somaend-og-sirener/,Anthony,22,
Sun Jan 11 2015 00:00:00 GMT-0500 (EST),Initial,David Hockney,Supplemental-other (old),Primary,http://www.charlesvincent.ca/links.html,Mariko,25,
Sun Jan 11 2015 00:00:00 GMT-0500 (EST),Initial,Claude Monet,Supplemental,Primary,http://www.studiosofthesouth.com/,Mariko,8,
Sun Jan 11 2015 00:00:00 GMT-0500 (EST),Initial,Claude Monet,Supplemental,Primary,http://www.wheretheartiststood.co.uk/,Mariko,9,
Sun Jan 11 2015 00:00:00 GMT-0500 (EST),Initial,Claude Monet,Supplemental,Primary,http://www.journails.com/2014/04/micro-painting-1.html,Mariko,19,
Sun Jan 11 2015 00:00:00 GMT-0500 (EST),Initial,Claude Monet,Supplemental,Primary,http://freehomeschoollessons.weebly.com/geography-france-unit-study.html,Mariko,97,
Sun Jan 11 2015 00:00:00 GMT-0500 (EST),Initial,David Hockney,Supplemental-other (old),Primary,http://tenstrands.org/water-art-and-steam-connecting-the-dots/,Mariko,24,
Sun Jan 11 2015 00:00:00 GMT-0500 (EST),Initial,Claude Monet,Supplemental,Primary,http://rbrblog.com/2014/03/throwback-thursday-7/,Mariko,18,
Sun Jan 11 2015 00:00:00 GMT-0500 (EST),Initial,Claude Monet,Supplemental,Primary,http://frogsaregreen.org/education/amphibian-art-curriculum/,Mariko,34,
Sun Jan 11 2015 00:00:00 GMT-0500 (EST),Initial,David Hockney,Supplemental-other (old),Primary,http://www.artpoints.net/calendar.html,Mariko,28,
Sun Jan 11 2015 00:00:00 GMT-0500 (EST),Follow-up,Jean Paul Gaultier,Supplemental-other (old),Primary,http://dailycappuccino.nl/2015/01/museumbezoek-vanuit-huis/,Anthony,32,
Sun Jan 11 2015 00:00:00 GMT-0500 (EST),Follow-up,Jean Paul Gaultier,Supplemental-other (old),Primary,http://www.splurgerina.com/fashion/favorites-from-jean-paul-gaultier-for-target/,Anthony,18,
Sun Jan 11 2015 00:00:00 GMT-0500 (EST),Follow-up,David Hockney,Supplemental-other (old),Primary,http://www.kreativ.hu/szorakozas/cikk/kiallitas_ipad_es_iphone_festmenyekbol,Mariko,53,22
Sun Jan 11 2015 00:00:00 GMT-0500 (EST),Follow-up,Andy Warhol,Supplemental-5-Artist-A,Primary,http://www.kabytes.com/artes-electronicas/videoarte-un-hijo-de-dos-padres/,Anthony,44,1
Sun Jan 11 2015 00:00:00 GMT-0500 (EST),Initial,Andy Warhol,Supplemental-5-Artist-A,Primary,http://nashvillearts.com/2012/07/27/the-inefficiency-aesthetic/,Anthony,40,1
Sun Jan 11 2015 00:00:00 GMT-0500 (EST),Follow-up,Anselm Kiefer,Supplemental-other (old),Primary,http://www.bookaholic.ro/anselm-kiefer-o-istorie.html,Anthony,42,25
Sun Jan 11 2015 00:00:00 GMT-0500 (EST),Follow-up,Andy Warhol,Supplemental,Primary,http://casiestewart.com/what-would-kelly-cutrone-do/,Anthony,40,26
Mon Jan 12 2015 00:00:00 GMT-0500 (EST),Initial,JR,Supplemental *,Primary,http://rocknlol.fr/jr-tire-notre-portrait-a-paris/2306,Theo,19,
Mon Jan 12 2015 00:00:00 GMT-0500 (EST),Initial,Banksy,Supplemental *,Primary,http://vk.com/traforo,Nicholas,98,
Mon Jan 12 2015 00:00:00 GMT-0500 (EST),Initial,Egon Schiele,Supplemental *,Primary,http://www.nworeporter.com/egon-schiele.html,Nicholas,19,
Mon Jan 12 2015 00:00:00 GMT-0500 (EST),Initial,Banksy,Supplemental *,Primary,http://mystreetarts.weebly.com/,Nicholas,97,
Mon Jan 12 2015 00:00:00 GMT-0500 (EST),Initial,Banksy,Supplemental *,Primary,http://mystreetarts.weebly.com/contact.html,Nicholas,97,
Mon Jan 12 2015 00:00:00 GMT-0500 (EST),Follow-up,JR,Supplemental *,Primary,http://www.gregoirenoyelle.com/prix-ted-2011-pour-jr/,Theo,39,
Mon Jan 12 2015 00:00:00 GMT-0500 (EST),Follow-up,JR,Supplemental *,Primary,http://www.engstdesign.com/passion-inspiration-education,Theo,12,
Mon Jan 12 2015 00:00:00 GMT-0500 (EST),Follow-up,JR,Supplemental *,Primary,,Theo,14,
Mon Jan 12 2015 00:00:00 GMT-0500 (EST),Follow-up,Sally Mann,Supplemental *,Primary,http://thetuesdaygroup.co.uk/?p=210,Nicholas,15,
Mon Jan 12 2015 00:00:00 GMT-0500 (EST),Follow-up,Banksy,Supplemental *,Primary,http://www.thefineyounggentleman.com/random-tangents/banksy-and-street-style-photography/,Nicholas,33,
Mon Jan 12 2015 00:00:00 GMT-0500 (EST),Follow-up,Anish Kapoor,Supplemental *,Primary,http://www.sadiecramer.com/links/4545345113,Nicholas,21,
Mon Jan 12 2015 00:00:00 GMT-0500 (EST),Follow-up,Sally Mann,Supplemental *,Primary,http://www.photonewswire.tv/Sally-Mann_a1296.html,Nicholas,25,
Mon Jan 12 2015 00:00:00 GMT-0500 (EST),Follow-up,Banksy,Supplemental *,Primary,http://finchfactor.com/blog/i-wish-id-done-that/,Nicholas,37,
Mon Jan 12 2015 00:00:00 GMT-0500 (EST),Initial,Egon Schiele,Supplemental *,Primary,http://theunconventional.co.uk/blog/egon-schiele-the-radical-nude-the-courtauld-gallery-london/,Nicholas,30,
Mon Jan 12 2015 00:00:00 GMT-0500 (EST),Initial,Anish Kapoor,Supplemental *,Primary,http://www.graphicpull.com/wordpress/?p=151,Nicholas,15,
Mon Jan 12 2015 00:00:00 GMT-0500 (EST),Follow-up,Jean Paul Gaultier,Supplemental-other (old),Primary,http://www.labeauteparisienne.com/2014/09/07/classique-intense-la-nouvelle-eau-de-parfum-jean-paul-gaultier/,Anthony,22,
Mon Jan 12 2015 00:00:00 GMT-0500 (EST),Follow-up,Marcel Duchamp,Supplemental *,Primary,http://www.richardfarrington.com/s_bulldog.htm,Nicholas,15,
Mon Jan 12 2015 00:00:00 GMT-0500 (EST),Follow-up,Marcel Duchamp,Supplemental *,Primary,http://www.richardfarrington.com/gallery_keys.htm,Nicholas,15,22
Mon Jan 12 2015 00:00:00 GMT-0500 (EST),Follow-up,Marcel Duchamp,Supplemental *,Primary,http://www.richardfarrington.com/sculpture.htm,Nicholas,15,28
Mon Jan 12 2015 00:00:00 GMT-0500 (EST),Initial,Sally Mann,Supplemental *,Primary,http://ladnebebe.pl/kasia-kocha-fotografie/,Nicholas,34,
Mon Jan 12 2015 00:00:00 GMT-0500 (EST),Initial,Anish Kapoor,Supplemental *,Primary,http://www.defringe.com/article/monumenta-paris,Nicholas,38,
Mon Jan 12 2015 00:00:00 GMT-0500 (EST),Initial,Retna,Supplemental-other (old),Primary,http://charleslittle2.com/singha-transportraits-wins-telly/,Anthony,10,
Mon Jan 12 2015 00:00:00 GMT-0500 (EST),Initial,Retna,Supplemental-other (old),Primary,http://charleslittle2.com/work/singha-transportraits-ft-retna/,Anthony,10,
Mon Jan 12 2015 00:00:00 GMT-0500 (EST),Initial,Antony Gormley,Supplemental-other (old),Primary,http://tomsloan.net/works/pink-plinther/,Nicholas,23,
Mon Jan 12 2015 00:00:00 GMT-0500 (EST),Initial,Antony Gormley,Supplemental-other (old),Primary,http://ameboide.com/blog/antony-gormley-esculturas-antropomorficas/,Nicholas,26,
Mon Jan 12 2015 00:00:00 GMT-0500 (EST),Initial,Andy Warhol,Supplemental-5-Artist-C,Primary,http://www.filmonpaper.com/posters/andy-warhols-frankenstein-3d-one-sheet-usa/,Anthony,32,
Mon Jan 12 2015 00:00:00 GMT-0500 (EST),Follow-up,Claude Monet,Supplemental,Primary,http://www.myfriendcourt.com/blog/category/onwednesdaywewearart,Mariko,12,
Mon Jan 12 2015 00:00:00 GMT-0500 (EST),Initial,Claude Monet,Supplemental,Primary,http://www.searlecanada.org/applets/ClaudeMonet2.html,Mariko,26,
Mon Jan 12 2015 00:00:00 GMT-0500 (EST),Initial,Claude Monet,Supplemental,Primary,http://www.gohowie.com/php_photos/giverny-stream-01.php,Mariko,18,
Mon Jan 12 2015 00:00:00 GMT-0500 (EST),Initial,Claude Monet,Supplemental,Primary,http://www.gohowie.com/php_photos/giverny-gardens-01.php,Mariko,18,
Mon Jan 12 2015 00:00:00 GMT-0500 (EST),Initial,Claude Monet,Supplemental,Primary,http://www.gohowie.com/php_photos/giverny-water-gardens-02.php,Mariko,18,
Mon Jan 12 2015 00:00:00 GMT-0500 (EST),Initial,Claude Monet,Supplemental,Primary,http://www.gohowie.com/php_photos/giverny-water-gardens-01.php,Mariko,18,
Mon Jan 12 2015 00:00:00 GMT-0500 (EST),Follow-up,Claude Monet,Supplemental,Primary,http://www.nzartforsale.com/hayfields-in-burgundy.html,Mariko,15,
Mon Jan 12 2015 00:00:00 GMT-0500 (EST),Initial,Antony Gormley,Supplemental-other (old),Primary,http://www.edinburghspotlight.com/2010/06/photo-anthony-gormley-water-of-leith/,Nicholas,40,1
Mon Jan 12 2015 00:00:00 GMT-0500 (EST),Follow-up,Claude Monet,Supplemental,Primary,http://www.simplystreep.com/content/career/voice/2004monetspalate.html,Mariko,42,1
Mon Jan 12 2015 00:00:00 GMT-0500 (EST),Follow-up,Claude Monet,Supplemental,Primary,http://www.diffen.com/difference/Manet_vs_Monet,Mariko,57,1
Mon Jan 12 2015 00:00:00 GMT-0500 (EST),Follow-up,Andy Warhol,Supplemental-5-Artist-A,Primary,http://www.visindavefur.is/svar.php?id=2174,Anthony,44,1
Tue Jan 13 2015 00:00:00 GMT-0500 (EST),Initial,Damien Hirst,Supplemental-1,Primary,http://beta.nuvol.com/critica/damien-hirst-la-reina-mare-en-formol/,Theo,44,
Tue Jan 13 2015 00:00:00 GMT-0500 (EST),Initial,Damien Hirst,Supplemental *,Primary,http://trinity.nsw.libguides.com/arts,Theo,58,
Tue Jan 13 2015 00:00:00 GMT-0500 (EST),Follow-up,Jean Paul Gaultier,Supplemental-other (old),Primary,http://www.quedelicianegente.com/2012/02/curte-comerciais-de-moda-entao-assista.html,Anthony,37,
Tue Jan 13 2015 00:00:00 GMT-0500 (EST),Initial,Claude Monet,Supplemental,Primary,http://milindo-taid.net/category/eye-candy/,Mariko,13,
Tue Jan 13 2015 00:00:00 GMT-0500 (EST),Follow-up,Jean Paul Gaultier,Supplemental-other (old),Primary,http://www.caleidoscopio.art.br/links/moda.html,Anthony,26,
Tue Jan 13 2015 00:00:00 GMT-0500 (EST),Follow-up,Jean Paul Gaultier,Supplemental-other (old),Primary,http://www.stylefish.co.kr/sub/paperblog/postView.aspx?listView=ON&plPageNo=1&caId=&idx=176,Anthony,30,
Tue Jan 13 2015 00:00:00 GMT-0500 (EST),Follow-up,Jean Paul Gaultier,Supplemental-other (old),Primary,http://whatson.macaucloser.com/promo/jean-paul-gaultier-limited-edition-collection,Anthony,38,
Tue Jan 13 2015 00:00:00 GMT-0500 (EST),Follow-up,Jean Paul Gaultier,Supplemental-other (old),Primary,http://trendingevolution.com/jean-paul-gaultier-offre-des-cadeaux-aux-enfants-pas-sages-dans-son-calendrier-de-lavent/,Anthony,21,
Tue Jan 13 2015 00:00:00 GMT-0500 (EST),Initial,Antony Gormley,Supplemental-other (old),Primary,http://www.pipabradburydesign.com/index.php?p=4,Nicholas,9,
